CXSMILES,Molecule Name,Set,pIC50_MERS_Mpro,pIC50_SARS2_Mpro,SMILES_CLEAN,OPENADMET_CANONICAL_SMILES
CC(C)[C@]1(C#N)CCN(C(=O)CC2=CN=CC3=CC=CC=C23)C1 |o1:3|,ASAP-0030983,Train,4.42,6.23,CC(C)[C@]1(C#N)CCN(C(=O)CC2=CN=CC3=CC=CC=C23)C1,CC(C)[C@]1(C#N)CCN(C(=O)Cc2cncc3ccccc23)C1
"O=C(CN1CC2=CC=C(Cl)C=C2[C@H](C(=O)NC2=CN=CC3=CC=CC=C23)C1)NCCOCCOCCOC1=CC=CC2=C1C(=O)N([C@H]1CCC(=O)NC1=O)C2=O |&1:12,&2:46|",ASAP-0010746,Train,4.94,5.9,O=C(CN1CC2=CC=C(Cl)C=C2[C@H](C(=O)NC2=CN=CC3=CC=CC=C23)C1)NCCOCCOCCOC1=CC=CC2=C1C(=O)N([C@H]1CCC(=O)NC1=O)C2=O,O=C(CN1Cc2ccc(Cl)cc2[C@H](C(=O)Nc2cncc3ccccc23)C1)NCCOCCOCCOc1cccc2c1C(=O)N([C@H]1CCC(=O)NC1=O)C2=O
O=C(CC1=CN=CC2=CC=CC=C12)N1CC[C@H](C2=CC=CC(Cl)=C2)C1 |&1:16|,ASAP-0011320,Train,3.97,5.04,O=C(CC1=CN=CC2=CC=CC=C12)N1CC[C@H](C2=CC=CC(Cl)=C2)C1,O=C(Cc1cncc2ccccc12)N1CC[C@H](c2cccc(Cl)c2)C1
O=C(CC1=CN=CC2=CC=CC=C12)N1CCC(CF)CC1,ASAP-0031275,Train,5.16,5.63,O=C(CC1=CN=CC2=CC=CC=C12)N1CCC(CF)CC1,O=C(Cc1cncc2ccccc12)N1CCC(CF)CC1
C[C@H]1CN(C2=CN=CC3=CC=CC=C23)C(=O)[C@@]12CN1CC(=O)NN=C1C1=CC=C(Cl)C=C12,ASAP-0011143,Train,5.64,6.35,C[C@H]1CN(C2=CN=CC3=CC=CC=C23)C(=O)[C@@]12CN1CC(=O)NN=C1C1=CC=C(Cl)C=C12,C[C@H]1CN(c2cncc3ccccc23)C(=O)[C@@]12CN1CC(=O)NN=C1c1ccc(Cl)cc12
C=C(CN(C(=O)[C@H]1CN(CC(=O)NC)CC2=CC=C(Cl)C=C21)C1=CN=CC2=CC=CC=C12)C(=O)NC1=CC=C2OCCOC2=C1,ASAP-0012230,Train,6.6,,C=C(CN(C(=O)[C@H]1CN(CC(=O)NC)CC2=CC=C(Cl)C=C21)C1=CN=CC2=CC=CC=C12)C(=O)NC1=CC=C2OCCOC2=C1,C=C(CN(C(=O)[C@H]1CN(CC(=O)NC)Cc2ccc(Cl)cc21)c1cncc2ccccc12)C(=O)Nc1ccc2c(c1)OCCO2
"C[C@H]1C[C@H](C2=CC=CC=C2)CCN1C(=O)CC1=CN=CC2=CC=CC=C12 |&1:1,&2:3|",ASAP-0029867,Train,,4.85,C[C@H]1C[C@H](C2=CC=CC=C2)CCN1C(=O)CC1=CN=CC2=CC=CC=C12,C[C@H]1C[C@H](c2ccccc2)CCN1C(=O)Cc1cncc2ccccc12
O=C1C[C@H](CC2=CC=CC=C2)C(=O)N1C1=CN=CC2=CC=CC=C12 |&1:3|,ASAP-0000524,Train,3.85,4.62,O=C1C[C@H](CC2=CC=CC=C2)C(=O)N1C1=CN=CC2=CC=CC=C12,O=C1C[C@H](Cc2ccccc2)C(=O)N1c1cncc2ccccc12
O=C(CC1=CN=CC2=CC=CC=C12)N1CCC2(C[C@H]1C(F)(F)F)OCCO2 |&1:18|,ASAP-0029809,Train,,4.78,O=C(CC1=CN=CC2=CC=CC=C12)N1CCC2(C[C@H]1C(F)(F)F)OCCO2,O=C(Cc1cncc2ccccc12)N1CCC2(C[C@H]1C(F)(F)F)OCCO2
"O=C(CC1=CN=CC2=CC=CC=C12)N1CCC[C@H](C[C@H]2CCOC2)C1 |&1:17,&2:19|",ASAP-0011489,Train,4.33,4.33,O=C(CC1=CN=CC2=CC=CC=C12)N1CCC[C@H](C[C@H]2CCOC2)C1,O=C(Cc1cncc2ccccc12)N1CCC[C@H](C[C@H]2CCOC2)C1
CN1C[C@H](C(=O)NC2=CN=CC3=CC=CC=C23)C2=CC(C3CC3)=CC=C2C1=O |o1:3|,ASAP-0008401,Train,5.89,5.55,CN1C[C@H](C(=O)NC2=CN=CC3=CC=CC=C23)C2=CC(C3CC3)=CC=C2C1=O,CN1C[C@H](C(=O)Nc2cncc3ccccc23)c2cc(C3CC3)ccc2C1=O
"COC[C@H]1CC[C@@H](C2=CC=C(F)C=C2)N1C(=O)CC1=CN=CC2=CC=CC=C12 |a:3,6|",ASAP-0029465,Train,,5.01,COC[C@H]1CC[C@@H](C2=CC=C(F)C=C2)N1C(=O)CC1=CN=CC2=CC=CC=C12,COC[C@H]1CC[C@@H](c2ccc(F)cc2)N1C(=O)Cc1cncc2ccccc12
O=C(CC1=CN=CC2=CC=CC=C12)N1CCC[C@H]1CC1CCCCC1 |&1:17|,ASAP-0011456,Train,5.29,5.05,O=C(CC1=CN=CC2=CC=CC=C12)N1CCC[C@H]1CC1CCCCC1,O=C(Cc1cncc2ccccc12)N1CCC[C@H]1CC1CCCCC1
O=C(CC1=CN=CC2=CC=CC=C12)N1CCC(C(=O)N2CCCC2)CC1,ASAP-0011514,Train,6.83,,O=C(CC1=CN=CC2=CC=CC=C12)N1CCC(C(=O)N2CCCC2)CC1,O=C(Cc1cncc2ccccc12)N1CCC(C(=O)N2CCCC2)CC1
CN(C1=CC=CC=C1)[C@H]1CCN(C(=O)CC2=CN=CC3=CC=CC=C23)C1 |&1:8|,ASAP-0011500,Train,4.25,4.51,CN(C1=CC=CC=C1)[C@H]1CCN(C(=O)CC2=CN=CC3=CC=CC=C23)C1,CN(c1ccccc1)[C@H]1CCN(C(=O)Cc2cncc3ccccc23)C1
"C[C@H]1CCOC[C@@]12NC(=O)N(C1=CN=CC3=CC=CC=C13)C2=O |&1:1,6|",ASAP-0000376,Train,4.25,,C[C@H]1CCOC[C@@]12NC(=O)N(C1=CN=CC3=CC=CC=C13)C2=O,C[C@H]1CCOC[C@@]12NC(=O)N(c1cncc3ccccc13)C2=O
CN1C2=CC=CC=C2N(CCNC(=O)C2=CN=CC3=CC=CC=C23)S1(=O)=O,ASAP-0000810,Train,4.3,4.15,CN1C2=CC=CC=C2N(CCNC(=O)C2=CN=CC3=CC=CC=C23)S1(=O)=O,CN1c2ccccc2N(CCNC(=O)c2cncc3ccccc23)S1(=O)=O
"O=C(CN1CC2=CC=C(Cl)C=C2[C@H](C(=O)NC2=CN=CC3=CC=CC=C23)C1)NCCOCCOCCOCCOC1=CC=CC2=C1C(=O)N([C@H]1CCC(=O)NC1=O)C2=O |&1:12,&2:49|",ASAP-0010736,Train,5.42,6.47,O=C(CN1CC2=CC=C(Cl)C=C2[C@H](C(=O)NC2=CN=CC3=CC=CC=C23)C1)NCCOCCOCCOCCOC1=CC=CC2=C1C(=O)N([C@H]1CCC(=O)NC1=O)C2=O,O=C(CN1Cc2ccc(Cl)cc2[C@H](C(=O)Nc2cncc3ccccc23)C1)NCCOCCOCCOCCOc1cccc2c1C(=O)N([C@H]1CCC(=O)NC1=O)C2=O
CN(C)C(=O)CN(CC1=CC=CC=C1)C(=O)CC1=CN=CC2=CC=CC=C12,ASAP-0008631,Train,4.92,4.55,CN(C)C(=O)CN(CC1=CC=CC=C1)C(=O)CC1=CN=CC2=CC=CC=C12,CN(C)C(=O)CN(Cc1ccccc1)C(=O)Cc1cncc2ccccc12
O=C(CN1CC2=CC=C(Cl)C=C2[C@H](C(=O)NC2=CN=CC3=CC=CC=C23)C1)NCCC1=CC=C(Cl)C(Cl)=C1 |&1:12|,ASAP-0000225,Train,5.77,7.15,O=C(CN1CC2=CC=C(Cl)C=C2[C@H](C(=O)NC2=CN=CC3=CC=CC=C23)C1)NCCC1=CC=C(Cl)C(Cl)=C1,O=C(CN1Cc2ccc(Cl)cc2[C@H](C(=O)Nc2cncc3ccccc23)C1)NCCc1ccc(Cl)c(Cl)c1
CNC(=O)[C@@H](C)N1C[C@H](C(=O)NC2=CN=CC3=CC=CC=C23)C2=CC(Cl)=CC=C2C1=O |o1:8|,ASAP-0008667,Train,4.52,5.98,CNC(=O)[C@@H](C)N1C[C@H](C(=O)NC2=CN=CC3=CC=CC=C23)C2=CC(Cl)=CC=C2C1=O,CNC(=O)[C@@H](C)N1C[C@H](C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc2C1=O
O=C(CC1=CN=CC2=CC=CC=C12)N1CC[C@H](N2C=CN=C2)C1 |&1:16|,ASAP-0011366,Train,4.25,,O=C(CC1=CN=CC2=CC=CC=C12)N1CC[C@H](N2C=CN=C2)C1,O=C(Cc1cncc2ccccc12)N1CC[C@H](n2ccnc2)C1
CC1=CC(C)=NC([C@H]2CCN(C(=O)CC3=CN=CC4=CC=CC=C34)C2)=N1 |&1:7|,ASAP-0011510,Train,9.0,,CC1=CC(C)=NC([C@H]2CCN(C(=O)CC3=CN=CC4=CC=CC=C34)C2)=N1,Cc1cc(C)nc([C@H]2CCN(C(=O)Cc3cncc4ccccc34)C2)n1
CN1C[C@H](C(=O)NC2=CN=CC3=CC=CC=C23)C2=CC(C#N)=CC=C2C1=O |o1:3|,ASAP-0008434,Train,4.15,4.92,CN1C[C@H](C(=O)NC2=CN=CC3=CC=CC=C23)C2=CC(C#N)=CC=C2C1=O,CN1C[C@H](C(=O)Nc2cncc3ccccc23)c2cc(C#N)ccc2C1=O
COC1=CC=CC([C@]2(F)CCN(C(=O)CC3=CN=CC4=CC=CC=C34)C2)=C1 |&1:7|,ASAP-0029907,Train,,4.87,COC1=CC=CC([C@]2(F)CCN(C(=O)CC3=CN=CC4=CC=CC=C34)C2)=C1,COc1cccc([C@]2(F)CCN(C(=O)Cc3cncc4ccccc34)C2)c1
O=C(CC1=CN=CC2=CC=CC=C12)N1CCC[C@H]1C=CC1=CC=CS1 |&1:17|,ASAP-0029365,Train,,4.88,O=C(CC1=CN=CC2=CC=CC=C12)N1CCC[C@H]1C=CC1=CC=CS1,O=C(Cc1cncc2ccccc12)N1CCC[C@H]1C=Cc1cccs1
"O=C(CC1=CN=CC2=CC=CC=C12)N1C[C@H]2CC[C@H]2[C@H]1C1=CC=CC=C1 |o1:15,18,19|",ASAP-0031012,Train,5.02,5.44,O=C(CC1=CN=CC2=CC=CC=C12)N1C[C@H]2CC[C@H]2[C@H]1C1=CC=CC=C1,O=C(Cc1cncc2ccccc12)N1C[C@H]2CC[C@H]2[C@H]1c1ccccc1
CC1=CC(NC(=O)NC2=CN(CC(C)C)C(=O)C3=CC=CC=C23)=NO1,ASAP-0012422,Train,5.03,5.2,CC1=CC(NC(=O)NC2=CN(CC(C)C)C(=O)C3=CC=CC=C23)=NO1,Cc1cc(NC(=O)Nc2cn(CC(C)C)c(=O)c3ccccc23)no1
CN1CCN(C(=O)CCCNC(=O)C2=CN=CC3=CC=CC=C23)CC1,ASAP-0000833,Train,4.37,,CN1CCN(C(=O)CCCNC(=O)C2=CN=CC3=CC=CC=C23)CC1,CN1CCN(C(=O)CCCNC(=O)c2cncc3ccccc23)CC1
N=C(N)NCCC1=CC=CC(B(O)O)=C1,ASAP-0008425,Train,6.61,,N=C(N)NCCC1=CC=CC(B(O)O)=C1,N=C(N)NCCc1cccc(B(O)O)c1
CC1=CC=C2NC=C(CCNC(=O)C3=CN=CC4=CC=CC=C34)C2=N1,ASAP-0008250,Train,4.25,,CC1=CC=C2NC=C(CCNC(=O)C3=CN=CC4=CC=CC=C34)C2=N1,Cc1ccc2[nH]cc(CCNC(=O)c3cncc4ccccc34)c2n1
COC[C@H]1C2=C(CCN1C(=O)CC1=CN=CC3=CC=CC=C13)SC=C2 |&1:3|,ASAP-0031592,Train,5.23,6.3,COC[C@H]1C2=C(CCN1C(=O)CC1=CN=CC3=CC=CC=C13)SC=C2,COC[C@H]1c2ccsc2CCN1C(=O)Cc1cncc2ccccc12
O=C(CC1=CN=CC2=CC=CC=C12)N1CCC[C@H]1C1=C(F)C=CC(Cl)=C1F |&1:17|,ASAP-0008410,Train,3.87,5.38,O=C(CC1=CN=CC2=CC=CC=C12)N1CCC[C@H]1C1=C(F)C=CC(Cl)=C1F,O=C(Cc1cncc2ccccc12)N1CCC[C@H]1c1c(F)ccc(Cl)c1F
C=CC(=O)NC1=CC=CC(N(CC2=CC=C(Cl)C=C2Cl)C(=O)CC2=CN=CC3=CC=CC=C23)=C1,ASAP-0011042,Train,4.99,4.22,C=CC(=O)NC1=CC=CC(N(CC2=CC=C(Cl)C=C2Cl)C(=O)CC2=CN=CC3=CC=CC=C23)=C1,C=CC(=O)Nc1cccc(N(Cc2ccc(Cl)cc2Cl)C(=O)Cc2cncc3ccccc23)c1
COC1=CC=CC=C1C[C@H]1CCCN1C(=O)CC1=CN=CC2=CC=CC=C12 |&1:9|,ASAP-0029522,Train,,4.41,COC1=CC=CC=C1C[C@H]1CCCN1C(=O)CC1=CN=CC2=CC=CC=C12,COc1ccccc1C[C@H]1CCCN1C(=O)Cc1cncc2ccccc12
O=C(NCC1=CC=CS1)[C@@H]1CN(C(=O)C2=CC=CN=C2)CCN1C1=CC=C(Cl)C(Cl)=C1,ASAP-0008597,Train,4.24,6.91,O=C(NCC1=CC=CS1)[C@@H]1CN(C(=O)C2=CC=CN=C2)CCN1C1=CC=C(Cl)C(Cl)=C1,O=C(NCc1cccs1)[C@@H]1CN(C(=O)c2cccnc2)CCN1c1ccc(Cl)c(Cl)c1
O=C1N[C@@H](CC2=CC=CC=C2)C(=O)N1C1=CN=CC2=CC=CC=C12,ASAP-0000527,Train,4.36,4.4,O=C1N[C@@H](CC2=CC=CC=C2)C(=O)N1C1=CN=CC2=CC=CC=C12,O=C1N[C@@H](Cc2ccccc2)C(=O)N1c1cncc2ccccc12
O=C1N[C@]2(CCOC3=CC=C(CO)C=C32)C(=O)N1C1=CN=CC2=CC=CC=C12 |&1:3|,ASAP-0000735,Train,4.52,4.87,O=C1N[C@]2(CCOC3=CC=C(CO)C=C32)C(=O)N1C1=CN=CC2=CC=CC=C12,O=C1N[C@]2(CCOc3ccc(CO)cc32)C(=O)N1c1cncc2ccccc12
O=C(CN1CC2=CC=C(Cl)C=C2[C@H](C(=O)NC2=CN=CC3=CC=CC=C23)C1)NCC1=CC=CC(Cl)=C1 |&1:12|,ASAP-0000162,Train,5.52,7.02,O=C(CN1CC2=CC=C(Cl)C=C2[C@H](C(=O)NC2=CN=CC3=CC=CC=C23)C1)NCC1=CC=CC(Cl)=C1,O=C(CN1Cc2ccc(Cl)cc2[C@H](C(=O)Nc2cncc3ccccc23)C1)NCc1cccc(Cl)c1
O=C(CC1=CN=CC2=CC=CC=C12)N1CC[C@]2(CC(C(F)F)=NO2)C1 |&1:16|,ASAP-0029482,Train,,4.62,O=C(CC1=CN=CC2=CC=CC=C12)N1CC[C@]2(CC(C(F)F)=NO2)C1,O=C(Cc1cncc2ccccc12)N1CC[C@]2(CC(C(F)F)=NO2)C1
"CNC(=O)CN1C[C@@]2(C(=O)N(C3=CN=CC4=CC=CC=C34)C[C@@H]2CNC2=CC=NN2)C2=CC(Cl)=CC=C2C1=O |a:7,22|",ASAP-0014608,Train,6.3,8.1,CNC(=O)CN1C[C@@]2(C(=O)N(C3=CN=CC4=CC=CC=C34)C[C@@H]2CNC2=CC=NN2)C2=CC(Cl)=CC=C2C1=O,CNC(=O)CN1C[C@@]2(C(=O)N(c3cncc4ccccc34)C[C@@H]2CNc2ccn[nH]2)c2cc(Cl)ccc2C1=O
CN(CC1=CC=C2C=CNC2=C1)C(=O)C1=CN=CC2=CC=CC=C12,ASAP-0000830,Train,4.19,,CN(CC1=CC=C2C=CNC2=C1)C(=O)C1=CN=CC2=CC=CC=C12,CN(Cc1ccc2cc[nH]c2c1)C(=O)c1cncc2ccccc12
"C[C@H]1C[C@H](C)N(C(=O)CC2=CN=CC3=CC=CC=C23)C1 |&1:1,&2:3|",ASAP-0029882,Train,4.26,4.38,C[C@H]1C[C@H](C)N(C(=O)CC2=CN=CC3=CC=CC=C23)C1,C[C@H]1C[C@H](C)N(C(=O)Cc2cncc3ccccc23)C1
"CNCCN1C[C@@]2(C(=O)N(C3=CN=CC4=CC=CC=C34)C[C@@H]2COCC2(F)CC2)C2=CC(Cl)=CC=C2C1=O |a:6,21|",ASAP-0016433,Train,5.64,7.7,CNCCN1C[C@@]2(C(=O)N(C3=CN=CC4=CC=CC=C34)C[C@@H]2COCC2(F)CC2)C2=CC(Cl)=CC=C2C1=O,CNCCN1C[C@@]2(C(=O)N(c3cncc4ccccc34)C[C@@H]2COCC2(F)CC2)c2cc(Cl)ccc2C1=O
NC(=O)C1=CC=C2OCC[C@]3(NC(=O)N(C4=CN=CC5=CC=CC=C45)C3=O)C2=C1 |&1:10|,ASAP-0000529,Train,4.34,4.85,NC(=O)C1=CC=C2OCC[C@]3(NC(=O)N(C4=CN=CC5=CC=CC=C45)C3=O)C2=C1,NC(=O)c1ccc2c(c1)[C@]1(CCO2)NC(=O)N(c2cncc3ccccc23)C1=O
O=C(CC1=CN=CC2=CC=CC=C12)N1CCC2(CCO2)CC1,ASAP-0029596,Train,,4.57,O=C(CC1=CN=CC2=CC=CC=C12)N1CCC2(CCO2)CC1,O=C(Cc1cncc2ccccc12)N1CCC2(CCO2)CC1
O=C1[C@H]2CCCCN2C(=O)N1C1=CN=CC2=CC=CC=C12,ASAP-0000178,Train,4.26,,O=C1[C@H]2CCCCN2C(=O)N1C1=CN=CC2=CC=CC=C12,O=C1[C@H]2CCCCN2C(=O)N1c1cncc2ccccc12
C[C@H]1CN(C2=CN=CC3=CC=CC=C23)C(=O)[C@@]12CN1N=NC=C1C1=CC=C(Cl)C=C12,ASAP-0008364,Train,5.16,6.18,C[C@H]1CN(C2=CN=CC3=CC=CC=C23)C(=O)[C@@]12CN1N=NC=C1C1=CC=C(Cl)C=C12,C[C@H]1CN(c2cncc3ccccc23)C(=O)[C@@]12Cn1nncc1-c1ccc(Cl)cc12
O=C(NCCC1=CNC2=NC=C(Cl)C=C12)C1=CN=CC2=CC=CC=C12,ASAP-0000846,Train,4.06,4.32,O=C(NCCC1=CNC2=NC=C(Cl)C=C12)C1=CN=CC2=CC=CC=C12,O=C(NCCc1c[nH]c2ncc(Cl)cc12)c1cncc2ccccc12
"C[C@H]1CCN2C(=O)N(C3=CN=CC4=CC=CC=C34)C(=O)[C@H]2C1 |o1:1,20|",ASAP-0000273,Train,3.96,4.12,C[C@H]1CCN2C(=O)N(C3=CN=CC4=CC=CC=C34)C(=O)[C@H]2C1,C[C@H]1CCN2C(=O)N(c3cncc4ccccc34)C(=O)[C@H]2C1
CN1C(=O)N(C2=CN=CC3=CC=CC=C23)C(=O)[C@H]1CC1=CC=CC=C1,ASAP-0000574,Train,4.46,4.06,CN1C(=O)N(C2=CN=CC3=CC=CC=C23)C(=O)[C@H]1CC1=CC=CC=C1,CN1C(=O)N(c2cncc3ccccc23)C(=O)[C@H]1Cc1ccccc1
O=C(C1=CN=CC2=CC=CC=C12)N1CCCC[C@H]1C1=CC=CC=C1,ASAP-0000823,Train,4.39,,O=C(C1=CN=CC2=CC=CC=C12)N1CCCC[C@H]1C1=CC=CC=C1,O=C(c1cncc2ccccc12)N1CCCC[C@H]1c1ccccc1
C[C@H]1CN(C2=CN=CC3=CC=CC=C23)C(=O)[C@@]12CN(CC(=O)NC(C)(C)C)C(=O)C1=CC=C(F)C=C12,ASAP-0011181,Train,5.11,6.53,C[C@H]1CN(C2=CN=CC3=CC=CC=C23)C(=O)[C@@]12CN(CC(=O)NC(C)(C)C)C(=O)C1=CC=C(F)C=C12,C[C@H]1CN(c2cncc3ccccc23)C(=O)[C@@]12CN(CC(=O)NC(C)(C)C)C(=O)c1ccc(F)cc12
O=C(CC1=CN=CC2=CC=CC=C12)N1CCCN2C=CC=C2C1,ASAP-0008626,Train,4.67,4.51,O=C(CC1=CN=CC2=CC=CC=C12)N1CCCN2C=CC=C2C1,O=C(Cc1cncc2ccccc12)N1CCCn2cccc2C1
"COC1=CC=CC=C1[C@@H]1C[C@H](C)CCN1C(=O)CC1=CN=CC2=CC=CC=C12 |&1:8,10|",ASAP-0029303,Train,6.22,5.98,COC1=CC=CC=C1[C@@H]1C[C@H](C)CCN1C(=O)CC1=CN=CC2=CC=CC=C12,COc1ccccc1[C@@H]1C[C@H](C)CCN1C(=O)Cc1cncc2ccccc12
"O=C(CN1CC2=CC=C(Cl)C=C2[C@H](C(=O)NC2=CN=CC3=CC=CC=C23)C1)NCCOCCOCCOCCOCCOC1=CC=CC2=C1C(=O)N([C@H]1CCC(=O)NC1=O)C2=O |&1:12,&2:52|",ASAP-0010750,Train,5.41,6.35,O=C(CN1CC2=CC=C(Cl)C=C2[C@H](C(=O)NC2=CN=CC3=CC=CC=C23)C1)NCCOCCOCCOCCOCCOC1=CC=CC2=C1C(=O)N([C@H]1CCC(=O)NC1=O)C2=O,O=C(CN1Cc2ccc(Cl)cc2[C@H](C(=O)Nc2cncc3ccccc23)C1)NCCOCCOCCOCCOCCOc1cccc2c1C(=O)N([C@H]1CCC(=O)NC1=O)C2=O
O=C(CC1=CN=CC2=CC=CC=C12)N1CCC[C@H](C2CCC2)CC1 |&1:17|,ASAP-0011449,Train,4.07,5.48,O=C(CC1=CN=CC2=CC=CC=C12)N1CCC[C@H](C2CCC2)CC1,O=C(Cc1cncc2ccccc12)N1CCC[C@H](C2CCC2)CC1
"CO[C@@H]1C[C@@H]2C[C@H]1CN2C(=O)CC1=CN=CC2=CC=CC=C12 |&1:2,4,6|",ASAP-0029734,Train,,4.27,CO[C@@H]1C[C@@H]2C[C@H]1CN2C(=O)CC1=CN=CC2=CC=CC=C12,CO[C@@H]1C[C@@H]2C[C@H]1CN2C(=O)Cc1cncc2ccccc12
CNC(=O)CN1C[C@]2(C(=O)N(C3=CN=CC4=CC=CC=C34)CC2(C)C)C2=C(C=CC(Cl)=C2)C1=O |o1:7|,ASAP-0000275,Train,4.13,5.18,CNC(=O)CN1C[C@]2(C(=O)N(C3=CN=CC4=CC=CC=C34)CC2(C)C)C2=C(C=CC(Cl)=C2)C1=O,CNC(=O)CN1C[C@]2(C(=O)N(c3cncc4ccccc34)CC2(C)C)c2cc(Cl)ccc2C1=O
CC1(C(F)(F)F)CCN(C(=O)CC2=CN=CC3=CC=CC=C23)CC1,ASAP-0031865,Train,5.14,6.11,CC1(C(F)(F)F)CCN(C(=O)CC2=CN=CC3=CC=CC=C23)CC1,CC1(C(F)(F)F)CCN(C(=O)Cc2cncc3ccccc23)CC1
O=C(CC1=CN=CC2=CC=CC=C12)N1CCC(CC2CCC2)CC1,ASAP-0011334,Train,4.39,4.97,O=C(CC1=CN=CC2=CC=CC=C12)N1CCC(CC2CCC2)CC1,O=C(Cc1cncc2ccccc12)N1CCC(CC2CCC2)CC1
O=C(CC1=CN=CC2=CC=CC=C12)N1CC[C@H](C2=CC=CS2)C1 |&1:16|,ASAP-0029536,Train,,5.11,O=C(CC1=CN=CC2=CC=CC=C12)N1CC[C@H](C2=CC=CS2)C1,O=C(Cc1cncc2ccccc12)N1CC[C@H](c2cccs2)C1
O=C(CC1=CN=CC2=CC=CC=C12)N1CCSC[C@H]1C1=CC=CS1 |&1:18|,ASAP-0011235,Train,4.63,5.27,O=C(CC1=CN=CC2=CC=CC=C12)N1CCSC[C@H]1C1=CC=CS1,O=C(Cc1cncc2ccccc12)N1CCSC[C@H]1c1cccs1
C=C(CN(C(=O)C1CCOC2=C1C=C(Cl)C=C2)C1=CN=CC2=CC=CC=C12)C(N)=O,ASAP-0000147,Train,4.81,5.56,C=C(CN(C(=O)C1CCOC2=C1C=C(Cl)C=C2)C1=CN=CC2=CC=CC=C12)C(N)=O,C=C(CN(C(=O)C1CCOc2ccc(Cl)cc21)c1cncc2ccccc12)C(N)=O
O=C(CC1=CN=CC2=CC=CC=C12)N1CC[C@H](CC2=CC=NC=C2)C1 |&1:16|,ASAP-0011378,Train,4.26,,O=C(CC1=CN=CC2=CC=CC=C12)N1CC[C@H](CC2=CC=NC=C2)C1,O=C(Cc1cncc2ccccc12)N1CC[C@H](Cc2ccncc2)C1
C=C1CN(C2=CN=CC3=CC=CC=C23)C(=O)[C@]12CN(CC1=CC=C(OC)C=C1OC)C(=O)C1=CC=C(F)C=C12 |&1:16|,ASAP-0010725,Train,5.28,7.0,C=C1CN(C2=CN=CC3=CC=CC=C23)C(=O)[C@]12CN(CC1=CC=C(OC)C=C1OC)C(=O)C1=CC=C(F)C=C12,C=C1CN(c2cncc3ccccc23)C(=O)[C@]12CN(Cc1ccc(OC)cc1OC)C(=O)c1ccc(F)cc12
O=C1N[C@]2(CCOC3=CC=CC=C32)C(=O)N1C1=CN=CC2=CC=CC=C12 |&1:3|,ASAP-0000732,Train,4.63,4.82,O=C1N[C@]2(CCOC3=CC=CC=C32)C(=O)N1C1=CN=CC2=CC=CC=C12,O=C1N[C@]2(CCOc3ccccc32)C(=O)N1c1cncc2ccccc12
"O=C(CC1=CN=CC2=CC=CC=C12)N1C[C@@H]2[C@H](C1)[C@@H]2C(F)(F)F |a:15,16,18|",ASAP-0029545,Train,,4.3,O=C(CC1=CN=CC2=CC=CC=C12)N1C[C@@H]2[C@H](C1)[C@@H]2C(F)(F)F,O=C(Cc1cncc2ccccc12)N1C[C@@H]2[C@H](C1)[C@@H]2C(F)(F)F
CC(=O)N1CC2(C1)C(=O)N(C1=CN=CC3=CC=CC=C13)C(=O)N2C,ASAP-0000152,Train,4.8,,CC(=O)N1CC2(C1)C(=O)N(C1=CN=CC3=CC=CC=C13)C(=O)N2C,CC(=O)N1CC2(C1)C(=O)N(c1cncc3ccccc13)C(=O)N2C
"C[C@H]1CCN(C(=O)CC2=CN=CC3=CC=CC=C23)[C@H]2C(=O)NC[C@@H]12 |o1:1,18,23|",ASAP-0031128,Train,4.65,5.21,C[C@H]1CCN(C(=O)CC2=CN=CC3=CC=CC=C23)[C@H]2C(=O)NC[C@@H]12,C[C@H]1CCN(C(=O)Cc2cncc3ccccc23)[C@H]2C(=O)NC[C@@H]12
CN1CCN(CC2=CC=CC=C2B2OC(C)(C)C(C)(C)O2)CC1,ASAP-0013401,Train,3.61,,CN1CCN(CC2=CC=CC=C2B2OC(C)(C)C(C)(C)O2)CC1,CN1CCN(Cc2ccccc2B2OC(C)(C)C(C)(C)O2)CC1
O=C(CC1=CN=CC2=CC=CC=C12)N1CCC[C@H]1C1=CN=C2C=CC=CC2=C1 |&1:17|,ASAP-0011400,Train,4.06,4.01,O=C(CC1=CN=CC2=CC=CC=C12)N1CCC[C@H]1C1=CN=C2C=CC=CC2=C1,O=C(Cc1cncc2ccccc12)N1CCC[C@H]1c1cnc2ccccc2c1
CN1C[C@H](C(=O)NC2=CN=CC3=CC=CC=C23)C2=CC(C(F)(F)F)=CC=C2C1=O |o1:3|,ASAP-0008360,Train,4.32,4.75,CN1C[C@H](C(=O)NC2=CN=CC3=CC=CC=C23)C2=CC(C(F)(F)F)=CC=C2C1=O,CN1C[C@H](C(=O)Nc2cncc3ccccc23)c2cc(C(F)(F)F)ccc2C1=O
O=C(CC1=CN=CC2=CC=CC=C12)N1CCCC[C@H](C2=CC=CC=C2)C1 |&1:18|,ASAP-0011451,Train,4.23,4.78,O=C(CC1=CN=CC2=CC=CC=C12)N1CCCC[C@H](C2=CC=CC=C2)C1,O=C(Cc1cncc2ccccc12)N1CCCC[C@H](c2ccccc2)C1
