CXSMILES,HLM,KSOL,LogD,MDR1-MDCKII,MLM,Molecule Name,Set,SMILES_CLEAN,OPENADMET_CANONICAL_SMILES,LOG_CLint_HLM,LOG_CLint_MLM,LOG_MDR1,LOG_KSOL
O=C(O)C1=CC(Cl)=C(F)C=C1S(=O)(=O)NC1=CC=C(OC2=CC=CC=C2Cl)C=C1,67.4,396.0,3.3,4.29,,ASAP-0017585,Train,O=C(O)C1=CC(Cl)=C(F)C=C1S(=O)(=O)NC1=CC=C(OC2=CC=CC=C2Cl)C=C1,O=C(O)c1cc(Cl)c(F)cc1S(=O)(=O)Nc1ccc(Oc2ccccc2Cl)cc1,1.8286598965353198,,0.6324572921847242,2.597695185925512
COC1=CC=CC=C1NC(=O)NC1=CNC(=O)C2=CC=CC=C12,16.5,13.0,2.2,3.17,108.0,ASAP-0015912,Train,COC1=CC=CC=C1NC(=O)NC1=CNC(=O)C2=CC=CC=C12,COc1ccccc1NC(=O)Nc1c[nH]c(=O)c2ccccc12,1.2174839442139063,2.03342375548695,0.5010592622177514,1.1139433523068367
O=C1C2=CC=CC=C2[C@H](CC2=CC=C(O)C=C2)C(=O)N1CC1=CC=C2OCOC2=C1 |&1:8|,421.0,133.0,,4.32,545.0,ASAP-0016345,Train,O=C1C2=CC=CC=C2[C@H](CC2=CC=C(O)C=C2)C(=O)N1CC1=CC=C2OCOC2=C1,O=C1c2ccccc2[C@H](Cc2ccc(O)cc2)C(=O)N1Cc1ccc2c(c1)OCO2,2.6242820958356683,2.7363965022766426,0.6354837468149122,2.123851640967086
CC(C)[C@H](NC1=NC=NC2=C1C=C(C1=CN(CC(N)=O)N=C1)N2)C1=CC=C2OCC(=O)NC2=C1 |&1:3|,17.0,25.0,2.5,1.36,11.0,ASAP-0008621,Train,CC(C)[C@H](NC1=NC=NC2=C1C=C(C1=CN(CC(N)=O)N=C1)N2)C1=CC=C2OCC(=O)NC2=C1,CC(C)[C@H](Nc1ncnc2[nH]c(-c3cnn(CC(N)=O)c3)cc12)c1ccc2c(c1)NC(=O)CO2,1.2304489213782739,1.0413926851582251,0.13353890837021754,1.3979400086720377
CC1=CC(C2=NOC(C(F)(F)F)=N2)=CC=C1OCCCC1=CC=CC=N1,10.7,10.0,,0.55,31.3,ASAP-0017304,Train,CC1=CC(C2=NOC(C(F)(F)F)=N2)=CC=C1OCCCC1=CC=CC=N1,Cc1cc(-c2noc(C(F)(F)F)n2)ccc1OCCCc1ccccn1,1.0293837776852097,1.4955443375464486,-0.2596373105057561,1.0
C1=CC=C(C2=NC3=NN=CN3C(SC3=NC(C4=CC=CC=N4)=NO3)=C2)C=C1,0.0,73.0,2.7,0.00854,0.0,ASAP-0027553,Train,C1=CC=C(C2=NC3=NN=CN3C(SC3=NC(C4=CC=CC=N4)=NO3)=C2)C=C1,c1ccc(-c2cc(Sc3nc(-c4ccccn4)no3)n3cnnc3n2)cc1,-1.0,-1.0,-2.068542129310995,1.863322860120456
CO[C@H]1C[C@H](N2N=CC3=C(C(=O)NC4=CC=C5CNCC5=C4)C=C(Cl)C=C32)C1,,340.0,1.5,1.6,,ASAP-0031157,Train,CO[C@H]1C[C@H](N2N=CC3=C(C(=O)NC4=CC=C5CNCC5=C4)C=C(Cl)C=C32)C1,CO[C@H]1C[C@H](n2ncc3c(C(=O)Nc4ccc5c(c4)CNC5)cc(Cl)cc32)C1,,,0.2041199826559248,2.531478917042255
CC1=NN=C(CCCOC2=CC=C(C3=NOC(C(F)(F)F)=N3)C=C2C)N1,,18.0,4.1,13.8,15.4,ASAP-0017614,Train,CC1=NN=C(CCCOC2=CC=C(C3=NOC(C(F)(F)F)=N3)C=C2C)N1,Cc1nnc(CCCOc2ccc(-c3noc(C(F)(F)F)n3)cc2C)[nH]1,,1.187520720836463,1.1398790864012365,1.255272505103306
COCC1=CC(Cl)=CC([C@H](NC2=CC=C3CNCC3=C2)C(=O)NCC(F)F)=C1 |&1:9|,,192.0,0.2,1.7,,ASAP-0031379,Train,COCC1=CC(Cl)=CC([C@H](NC2=CC=C3CNCC3=C2)C(=O)NCC(F)F)=C1,COCc1cc(Cl)cc([C@H](Nc2ccc3c(c2)CNC3)C(=O)NCC(F)F)c1,,,0.2304489213782739,2.2833012287035497
CO[C@@H](C)CN1C[C@H](C(=O)NC2=CN=CC3=CC=CC=C23)C2=CC(Cl)=CC=C2C1=O |o1:7|,114.0,376.0,2.2,8.5,557.0,ASAP-0010712,Train,CO[C@@H](C)CN1C[C@H](C(=O)NC2=CN=CC3=CC=CC=C23)C2=CC(Cl)=CC=C2C1=O,CO[C@@H](C)CN1C[C@H](C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc2C1=O,2.0569048513364727,2.745855195173729,0.9294189257142927,2.575187844927661
O=C(CC1=CNN=C1)NC1=CNC(=O)C2=CC=CC=C12,,383.0,0.1,1.05,,ASAP-0016485,Train,O=C(CC1=CNN=C1)NC1=CNC(=O)C2=CC=CC=C12,O=C(Cc1cn[nH]c1)Nc1c[nH]c(=O)c2ccccc12,,,0.021189299069938092,2.583198773968623
CNC(=O)CN1C[C@@]2(C(=O)N(C3=CN=CC4=CC=CC=C34)C[C@@H]2CC2=NNN=N2)C2=CC(Cl)=CC=C2C1=O,10.0,374.0,-0.7,1.24,7.0,ASAP-0013268,Train,CNC(=O)CN1C[C@@]2(C(=O)N(C3=CN=CC4=CC=CC=C34)C[C@@H]2CC2=NNN=N2)C2=CC(Cl)=CC=C2C1=O,CNC(=O)CN1C[C@@]2(C(=O)N(c3cncc4ccccc34)C[C@@H]2Cc2nn[nH]n2)c2cc(Cl)ccc2C1=O,1.0,0.8450980400142568,0.09342168516223506,2.5728716022004803
CC(C)[C@H](NC1=NC=NC2=C1C=C(C1=C(C#N)N(C)N=C1)N2)C1=CC=C2CCCS(=O)(=O)C2=C1 |&1:3|,490.0,34.0,3.6,1.97,440.0,ASAP-0008651,Train,CC(C)[C@H](NC1=NC=NC2=C1C=C(C1=C(C#N)N(C)N=C1)N2)C1=CC=C2CCCS(=O)(=O)C2=C1,CC(C)[C@H](Nc1ncnc2[nH]c(-c3cnn(C)c3C#N)cc12)c1ccc2c(c1)S(=O)(=O)CCC2,2.690196080028514,2.6434526764861874,0.2944662261615929,1.5314789170422551
O=C(CC1=CN=CC2=CC=CC=C12)N1CC[C@]2(CCCC3=CC=CC=C32)C1 |&1:16|,,314.0,,15.0,,ASAP-0029346,Train,O=C(CC1=CN=CC2=CC=CC=C12)N1CC[C@]2(CCCC3=CC=CC=C32)C1,O=C(Cc1cncc2ccccc12)N1CC[C@]2(CCCc3ccccc32)C1,,,1.1760912590556813,2.496929648073215
CC(C)NC(=O)[C@H](NC1=CC=C2CNCC2=C1)C1=CC(Cl)=CC2=C1N=C(C1=CC=CC=C1)N2 |o1:6|,,134.0,2.8,0.2,11.0,ASAP-0031455,Train,CC(C)NC(=O)[C@H](NC1=CC=C2CNCC2=C1)C1=CC(Cl)=CC2=C1N=C(C1=CC=CC=C1)N2,CC(C)NC(=O)[C@H](Nc1ccc2c(c1)CNC2)c1cc(Cl)cc2[nH]c(-c3ccccc3)nc12,,1.0413926851582251,-0.6989700043360187,2.1271047983648077
CC(C)(C)[C@H](NC1=NC=NC2=C1C=C(C1=CN(CC(N)=O)N=C1)N2)C1=CC=C2OCCOC2=N1 |o1:4|,42.0,390.0,2.9,1.53,30.0,ASAP-0011162,Train,CC(C)(C)[C@H](NC1=NC=NC2=C1C=C(C1=CN(CC(N)=O)N=C1)N2)C1=CC=C2OCCOC2=N1,CC(C)(C)[C@H](Nc1ncnc2[nH]c(-c3cnn(CC(N)=O)c3)cc12)c1ccc2c(n1)OCCO2,1.6232492903979006,1.4771212547196624,0.1846914308175988,2.591064607026499
CN1C=C([C@H]2CCCN2C(=O)CC2=CN=CC3=CC=CC=C23)C(C(F)F)=N1 |&1:4|,,386.0,,16.1,,ASAP-0029300,Train,CN1C=C([C@H]2CCCN2C(=O)CC2=CN=CC3=CC=CC=C23)C(C(F)F)=N1,Cn1cc([C@H]2CCCN2C(=O)Cc2cncc3ccccc23)c(C(F)F)n1,,,1.2068258760318498,2.586587304671755
CC(C)[C@H](NC1=NC=NC2=C1C=CN2)C1=CC=C2OCCOC2=C1 |&1:3|,50.0,224.0,3.2,26.8,340.0,ASAP-0000450,Train,CC(C)[C@H](NC1=NC=NC2=C1C=CN2)C1=CC=C2OCCOC2=C1,CC(C)[C@H](Nc1ncnc2[nH]ccc12)c1ccc2c(c1)OCCO2,1.6989700043360187,2.531478917042255,1.4281347940287887,2.3502480183341627
CC1=CC(CC(=O)N2CCC[C@H](C(N)=O)C2)=CC=N1 |&1:11|,,375.0,-0.3,0.9,,ASAP-0031813,Train,CC1=CC(CC(=O)N2CCC[C@H](C(N)=O)C2)=CC=N1,Cc1cc(CC(=O)N2CCC[C@H](C(N)=O)C2)ccn1,,,-0.045757490560675115,2.574031267727719
CC1=NC2=NC=NN2C(SC2=NN=C(C)O2)=C1,182.0,356.0,0.1,0.12,151.0,ASAP-0027864,Train,CC1=NC2=NC=NN2C(SC2=NN=C(C)O2)=C1,Cc1cc(Sc2nnc(C)o2)n2ncnc2n1,2.2600713879850747,2.1789769472931693,-0.9208187539523752,2.5514499979728753
O=C(NC1=CC=C2CNCC2=C1)C1=CC(F)=CC2=C1C=NN2,,,,1.59,180.0,ASAP-0029497,Train,O=C(NC1=CC=C2CNCC2=C1)C1=CC(F)=CC2=C1C=NN2,O=C(Nc1ccc2c(c1)CNC2)c1cc(F)cc2[nH]ncc12,,2.255272505103306,0.2013971243204515,
CCN1C(C)=NN=C1SC1=CC(C)=NC2=NC=NN12,16.5,348.0,-0.5,0.401,10.0,ASAP-0027872,Train,CCN1C(C)=NN=C1SC1=CC(C)=NC2=NC=NN12,CCn1c(C)nnc1Sc1cc(C)nc2ncnn12,1.2174839442139063,1.0,-0.39685562737981767,2.5415792439465807
CC(C)[C@H](NC1=NC=NC2=C1C=C(C1=CN(CC(=O)N(C)C)N=C1)N2)C1=CC=C2CCCS(=O)(=O)C2=C1 |o1:3|,297.0,256.0,2.2,0.555,31.0,ASAP-0013747,Train,CC(C)[C@H](NC1=NC=NC2=C1C=C(C1=CN(CC(=O)N(C)C)N=C1)N2)C1=CC=C2CCCS(=O)(=O)C2=C1,CC(C)[C@H](Nc1ncnc2[nH]c(-c3cnn(CC(=O)N(C)C)c3)cc12)c1ccc2c(c1)S(=O)(=O)CCC2,2.4727564493172123,1.4913616938342726,-0.2557070168773237,2.4082399653118496
CNC(=O)C1=CC=CC(C2=CC3=C(N[C@H](C4=CC=C5CCCS(=O)(=O)C5=C4)C(C)C)N=CN=C3N2)=C1 |o1:14|,746.0,13.0,3.8,0.502,197.0,ASAP-0012338,Train,CNC(=O)C1=CC=CC(C2=CC3=C(N[C@H](C4=CC=C5CCCS(=O)(=O)C5=C4)C(C)C)N=CN=C3N2)=C1,CNC(=O)c1cccc(-c2cc3c(N[C@H](c4ccc5c(c4)S(=O)(=O)CCC5)C(C)C)ncnc3[nH]2)c1,2.8727388274726686,2.294466226161593,-0.29929628285498067,1.1139433523068367
CC(C)NC(=O)[C@H](NC1=CC=C2CNCC2=C1)C1=CC(Cl)=CC2=C1N=C(C1=CC=CC=C1)N2 |&1:6|,23.2,154.0,2.9,0.432,,ASAP-0030826,Train,CC(C)NC(=O)[C@H](NC1=CC=C2CNCC2=C1)C1=CC(Cl)=CC2=C1N=C(C1=CC=CC=C1)N2,CC(C)NC(=O)[C@H](Nc1ccc2c(c1)CNC2)c1cc(Cl)cc2[nH]c(-c3ccccc3)nc12,1.3654879848908996,,-0.3645162531850879,2.187520720836463
CN(C)C(=O)C1=NOC(CCCN2C=CC3=NC(C4=NOC(C(F)(F)F)=N4)=CC=C32)=C1,51.3,205.0,2.7,20.7,44.1,ASAP-0017652,Train,CN(C)C(=O)C1=NOC(CCCN2C=CC3=NC(C4=NOC(C(F)(F)F)=N4)=CC=C32)=C1,CN(C)C(=O)c1cc(CCCn2ccc3nc(-c4noc(C(F)(F)F)n4)ccc32)on1,1.7101173651118162,1.6444385894678386,1.3159703454569178,2.311753861055754
CC(C)COC1=NOC2=CC(OCCCC3=CC(C(=O)N(C)C)=NO3)=CC=C12,41.1,11.0,4.4,2.67,99.8,ASAP-0022679,Train,CC(C)COC1=NOC2=CC(OCCCC3=CC(C(=O)N(C)C)=NO3)=CC=C12,CC(C)COc1noc2cc(OCCCc3cc(C(=O)N(C)C)no3)ccc12,1.6138418218760693,1.999130541287371,0.42651126136457523,1.0413926851582251
CC1=CC=C2OC(SC3=CC(C4=CC=CC=C4)=NC4=NC=NN34)=NC2=C1,,3.0,4.4,2.87,,ASAP-0023164,Train,CC1=CC=C2OC(SC3=CC(C4=CC=CC=C4)=NC4=NC=NN34)=NC2=C1,Cc1ccc2oc(Sc3cc(-c4ccccc4)nc4ncnn34)nc2c1,,,0.4578818967339923,0.47712125471966244
CNC(=O)C1=CC(Cl)=CC=C1NS(=O)(=O)C1=CC=C(OC2=CC=CC=C2Cl)C=C1,106.0,25.0,2.4,4.91,94.0,ASAP-0014994,Train,CNC(=O)C1=CC(Cl)=CC=C1NS(=O)(=O)C1=CC=C(OC2=CC=CC=C2Cl)C=C1,CNC(=O)c1cc(Cl)ccc1NS(=O)(=O)c1ccc(Oc2ccccc2Cl)cc1,2.0253058652647704,1.9731278535996986,0.6910814921229684,1.3979400086720377
CC1=CC=C(C2=NN=C(SC3=CC(C4=CC=CC=C4)=NC4=NC=NN34)N2C)C=C1,238.0,7.0,3.0,0.00929,120.0,ASAP-0022881,Train,CC1=CC=C(C2=NN=C(SC3=CC(C4=CC=CC=C4)=NC4=NC=NN34)N2C)C=C1,Cc1ccc(-c2nnc(Sc3cc(-c4ccccc4)nc4ncnn34)n2C)cc1,2.376576957056512,2.0791812460476247,-2.031984286006358,0.8450980400142568
O=C(NC1=CC=C2CNCC2=C1)C1=CC(Cl)=CC2=C1CCC2,,335.0,1.8,2.57,,ASAP-0029051,Train,O=C(NC1=CC=C2CNCC2=C1)C1=CC(Cl)=CC2=C1CCC2,O=C(Nc1ccc2c(c1)CNC2)c1cc(Cl)cc2c1CCC2,,,0.4099331233312945,2.525044807036845
"C[C@H](F)[C@H]1CCCN1C(=O)CC1=CN=CC2=CC=CC=C12 |&1:1,&2:3|",,383.0,,24.6,,ASAP-0029276,Train,C[C@H](F)[C@H]1CCCN1C(=O)CC1=CN=CC2=CC=CC=C12,C[C@H](F)[C@H]1CCCN1C(=O)Cc1cncc2ccccc12,,,1.390935107103379,2.583198773968623
CNCC1=CC(C2=CC3=C(N[C@H](C4=CC=C5CCCS(=O)(=O)C5=C4)C(C)C)N=CN=C3N2)=CO1 |&1:11|,57.0,321.0,2.1,1.61,52.0,ASAP-0010745,Train,CNCC1=CC(C2=CC3=C(N[C@H](C4=CC=C5CCCS(=O)(=O)C5=C4)C(C)C)N=CN=C3N2)=CO1,CNCc1cc(-c2cc3c(N[C@H](c4ccc5c(c4)S(=O)(=O)CCC5)C(C)C)ncnc3[nH]2)co1,1.7558748556724915,1.7160033436347992,0.20682587603184974,2.506505032404872
O=C(NCC(F)F)[C@H](NC1=CC=C2CNCC2=C1)C1=CC(Cl)=CC(C2CC2)=C1 |o1:7|,,326.0,1.3,1.3,,ASAP-0030775,Train,O=C(NCC(F)F)[C@H](NC1=CC=C2CNCC2=C1)C1=CC(Cl)=CC(C2CC2)=C1,O=C(NCC(F)F)[C@H](Nc1ccc2c(c1)CNC2)c1cc(Cl)cc(C2CC2)c1,,,0.11394335230683679,2.513217600067939
CC(C)[C@H](NC1=NC=NC2=C1C=C(C1=C(C#N)N(C)N=C1)N2)C1=CC=C2OCC(=O)NC2=C1 |&1:3|,100.0,69.0,4.1,3.07,177.0,ASAP-0008576,Train,CC(C)[C@H](NC1=NC=NC2=C1C=C(C1=C(C#N)N(C)N=C1)N2)C1=CC=C2OCC(=O)NC2=C1,CC(C)[C@H](Nc1ncnc2[nH]c(-c3cnn(C)c3C#N)cc12)c1ccc2c(c1)NC(=O)CO2,2.0,2.247973266361807,0.48713837547718647,1.8388490907372552
NCC1=CC=CC(NC(=O)[C@H](NC(=O)OCC2=CC=CC=C2)C(C2CCC2)C2CCC2)=C1 |&1:10|,12.6,,2.5,1.6,,ASAP-0016242,Train,NCC1=CC=CC(NC(=O)[C@H](NC(=O)OCC2=CC=CC=C2)C(C2CCC2)C2CCC2)=C1,NCc1cccc(NC(=O)[C@H](NC(=O)OCc2ccccc2)C(C2CCC2)C2CCC2)c1,1.100370545117563,,0.2041199826559248,
"NCC1=CC(C(=O)O)=CC([C@@H]2C[C@H]2C2=CC(Cl)=CC(NC(=O)OCC3=CC=CC=C3)=C2)=C1 |&1:10,12|",,52.0,2.7,0.819,,ASAP-0027768,Train,NCC1=CC(C(=O)O)=CC([C@@H]2C[C@H]2C2=CC(Cl)=CC(NC(=O)OCC3=CC=CC=C3)=C2)=C1,NCc1cc(C(=O)O)cc([C@@H]2C[C@H]2c2cc(Cl)cc(NC(=O)OCc3ccccc3)c2)c1,,,-0.08671609823958155,1.7160033436347992
CC(C)[C@H](NC1=NC=NC2=C1C=CN2)C1=CC=C2CCCS(=O)(=O)C2=C1 |o1:3|,21.0,386.0,2.5,3.55,55.0,ASAP-0008676,Train,CC(C)[C@H](NC1=NC=NC2=C1C=CN2)C1=CC=C2CCCS(=O)(=O)C2=C1,CC(C)[C@H](Nc1ncnc2[nH]ccc12)c1ccc2c(c1)S(=O)(=O)CCC2,1.3222192947339193,1.7403626894942439,0.5502283530550941,2.586587304671755
CN(C)CCCN1C2=CC=CC=C2CCC2=CC=CC=C21,,,,,169.0,ASAP-0000689,Train,CN(C)CCCN1C2=CC=CC=C2CCC2=CC=CC=C21,CN(C)CCCN1c2ccccc2CCc2ccccc21,,2.2278867046136734,,
O=C(NC1=CC=C2CNCC2=C1)C1=CC(Cl)=CC2=C1C=NN2C1CCC1,,172.0,2.0,1.0,13.4,ASAP-0031137,Train,O=C(NC1=CC=C2CNCC2=C1)C1=CC(Cl)=CC2=C1C=NN2C1CCC1,O=C(Nc1ccc2c(c1)CNC2)c1cc(Cl)cc2c1cnn2C1CCC1,,1.1271047983648077,0.0,2.2355284469075487
O=C(NCC1=CC=CC=N1)NC1=CNC(=O)C2=CC=C(F)C=C12,,48.0,1.0,1.54,12.4,ASAP-0015920,Train,O=C(NCC1=CC=CC=N1)NC1=CNC(=O)C2=CC=C(F)C=C12,O=C(NCc1ccccn1)Nc1c[nH]c(=O)c2ccc(F)cc12,,1.0934216851622351,0.18752072083646307,1.6812412373755872
CNC(=O)CN1C=C(C2=CC3=C(N[C@H](C4=CC=C5OCCOC5=C4)C(C)C)N=CN=C3N2)C=N1 |&1:13|,119.0,289.0,2.9,1.94,47.0,ASAP-0008565,Train,CNC(=O)CN1C=C(C2=CC3=C(N[C@H](C4=CC=C5OCCOC5=C4)C(C)C)N=CN=C3N2)C=N1,CNC(=O)Cn1cc(-c2cc3c(N[C@H](c4ccc5c(c4)OCCO5)C(C)C)ncnc3[nH]2)cn1,2.0755469613925306,1.6720978579357175,0.287801729930226,2.4608978427565478
C[C@H]1CN(C2=CN=CC3=CC=CC=C23)C(=O)[C@@]12CN(CC1=COC=N1)C(=O)C1=CC=C(F)C=C12,85.0,,1.9,11.9,278.0,ASAP-0013414,Train,C[C@H]1CN(C2=CN=CC3=CC=CC=C23)C(=O)[C@@]12CN(CC1=COC=N1)C(=O)C1=CC=C(F)C=C12,C[C@H]1CN(c2cncc3ccccc23)C(=O)[C@@]12CN(Cc1cocn1)C(=O)c1ccc(F)cc12,1.9294189257142926,2.444044795918076,1.0755469613925308,
COC1=CC=C([C@H](CC2=NN=NN2)NC(=O)C2=NC=NC3=C2C=CN3)C=C1 |&1:6|,5.0,395.0,-0.1,1.39,0.0,ASAP-0008340,Train,COC1=CC=C([C@H](CC2=NN=NN2)NC(=O)C2=NC=NC3=C2C=CN3)C=C1,COc1ccc([C@H](Cc2nnn[nH]2)NC(=O)c2ncnc3[nH]ccc23)cc1,0.6989700043360189,-1.0,0.14301480025409505,2.59659709562646
CC(C)[C@H](NC1=NC=NC2=C1C=C(C1=C(C#N)N(C)N=C1)N2)C1=CC=C2OCCOC2=N1 |&1:3|,56.0,89.0,3.4,12.8,139.0,ASAP-0008418,Train,CC(C)[C@H](NC1=NC=NC2=C1C=C(C1=C(C#N)N(C)N=C1)N2)C1=CC=C2OCCOC2=N1,CC(C)[C@H](Nc1ncnc2[nH]c(-c3cnn(C)c3C#N)cc12)c1ccc2c(n1)OCCO2,1.7481880270062005,2.143014800254095,1.1072099696478683,1.9493900066449128
O=C1CC2=CC(C(=O)NC3=CC=C4CNCC4=C3)=CC=C2N1,,136.0,,0.873,,ASAP-0029950,Train,O=C1CC2=CC(C(=O)NC3=CC=C4CNCC4=C3)=CC=C2N1,O=C1Cc2cc(C(=O)Nc3ccc4c(c3)CNC4)ccc2N1,,,-0.05898575629443027,2.1335389083702174
NC1=NC(C2=CC=CC=C2)=NC2=C1C(NC1=CC=C(C(F)(F)F)C=C1)=NN2,,2.0,,1.76,11.2,ASAP-0017284,Train,NC1=NC(C2=CC=CC=C2)=NC2=C1C(NC1=CC=C(C(F)(F)F)C=C1)=NN2,Nc1nc(-c2ccccc2)nc2[nH]nc(Nc3ccc(C(F)(F)F)cc3)c12,,1.0492180226701815,0.24551266781414982,0.3010299956639812
O=C(NCC(F)F)[C@H](NC1=CC=C2CNCC2=C1)C1=CC(Cl)=CC2=C1CCC2 |&1:7|,,,1.2,0.9,,ASAP-0031390,Train,O=C(NCC(F)F)[C@H](NC1=CC=C2CNCC2=C1)C1=CC(Cl)=CC2=C1CCC2,O=C(NCC(F)F)[C@H](Nc1ccc2c(c1)CNC2)c1cc(Cl)cc2c1CCC2,,,-0.045757490560675115,
CC1=CC(C2=NOC(C(F)(F)F)=N2)=CC=C1OCCCC1=CN(C)N=C1,18.1,4.0,4.2,0.696,72.5,ASAP-0017289,Train,CC1=CC(C2=NOC(C(F)(F)F)=N2)=CC=C1OCCCC1=CN(C)N=C1,Cc1cc(-c2noc(C(F)(F)F)n2)ccc1OCCCc1cnn(C)c1,1.2576785748691846,1.8603380065709938,-0.15739076038943792,0.6020599913279624
C[C@H]1CN(C2=CN=CC3=CC=CC=C23)C(=O)[C@@]12CN(CC(=O)NC1CCC1)C(=O)C1=CC=C(Cl)C=C12,780.0,362.0,2.5,6.29,961.0,ASAP-0011185,Train,C[C@H]1CN(C2=CN=CC3=CC=CC=C23)C(=O)[C@@]12CN(CC(=O)NC1CCC1)C(=O)C1=CC=C(Cl)C=C12,C[C@H]1CN(c2cncc3ccccc23)C(=O)[C@@]12CN(CC(=O)NC1CCC1)C(=O)c1ccc(Cl)cc12,2.8920946026904804,2.9827233876685453,0.798650645445269,2.558708570533166
CC(C)[C@H](NC1=NC=NC2=C1C=C(C1=CN(C)N=C1)N2)C1=CC=C2CCNS(=O)(=O)C2=C1 |&1:3|,120.0,105.0,3.2,1.58,87.0,ASAP-0011192,Train,CC(C)[C@H](NC1=NC=NC2=C1C=C(C1=CN(C)N=C1)N2)C1=CC=C2CCNS(=O)(=O)C2=C1,CC(C)[C@H](Nc1ncnc2[nH]c(-c3cnn(C)c3)cc12)c1ccc2c(c1)S(=O)(=O)NCC2,2.0791812460476247,1.9395192526186185,0.19865708695442263,2.0211892990699383
"CCCC[C@H](NC(=O)OC(C)(C)C)C(=O)N[C@H](C(=O)NCC1=CC=C(CN)C=C1)C1=CC=C(OCC2=CC=CC=C2)C=C1 |&1:4,&2:16|",56.0,143.0,,0.833,7.44,ASAP-0015892,Train,CCCC[C@H](NC(=O)OC(C)(C)C)C(=O)N[C@H](C(=O)NCC1=CC=C(CN)C=C1)C1=CC=C(OCC2=CC=CC=C2)C=C1,CCCC[C@H](NC(=O)OC(C)(C)C)C(=O)N[C@H](C(=O)NCc1ccc(CN)cc1)c1ccc(OCc2ccccc2)cc1,1.7481880270062005,0.8715729355458788,-0.07935499859321243,2.155336037465062
O=C(NCC(F)F)[C@H](NC1=CN=C2CNCC2=C1)C1=CC(Cl)=CC(C2CC2)=C1 |&1:7|,,362.0,1.5,0.8,,ASAP-0031747,Train,O=C(NCC(F)F)[C@H](NC1=CN=C2CNCC2=C1)C1=CC(Cl)=CC(C2CC2)=C1,O=C(NCC(F)F)[C@H](Nc1cnc2c(c1)CNC2)c1cc(Cl)cc(C2CC2)c1,,,-0.09691001300805639,2.558708570533166
N#C[C@H](NC1=CC=C2CNCC2=C1)C1=CC(Cl)=CC2=C1C=NN2 |&1:2|,10.3,297.0,0.9,1.1,,ASAP-0028904,Train,N#C[C@H](NC1=CC=C2CNCC2=C1)C1=CC(Cl)=CC2=C1C=NN2,N#C[C@H](Nc1ccc2c(c1)CNC2)c1cc(Cl)cc2[nH]ncc12,1.0128372247051722,,0.04139268515822508,2.4727564493172123
CNCC1=CC(C2=CC3=C(N[C@H](C4=CC=C5CCCS(=O)(=O)C5=C4)C(C)C)N=CN=C3N2)=CO1 |o1:11|,67.0,358.0,2.1,0.483,40.0,ASAP-0011169,Train,CNCC1=CC(C2=CC3=C(N[C@H](C4=CC=C5CCCS(=O)(=O)C5=C4)C(C)C)N=CN=C3N2)=CO1,CNCc1cc(-c2cc3c(N[C@H](c4ccc5c(c4)S(=O)(=O)CCC5)C(C)C)ncnc3[nH]2)co1,1.8260748027008264,1.6020599913279623,-0.31605286924848786,2.5538830266438746
C[C@H]1CN(C2=CN=CC3=CC=CC=C23)C(=O)[C@@]12CN(CC1=CC(O)=NC=N1)C(=O)C1=CC=C(F)C=C12,2.0,,0.8,1.0,11.0,ASAP-0013304,Train,C[C@H]1CN(C2=CN=CC3=CC=CC=C23)C(=O)[C@@]12CN(CC1=CC(O)=NC=N1)C(=O)C1=CC=C(F)C=C12,C[C@H]1CN(c2cncc3ccccc23)C(=O)[C@@]12CN(Cc1cc(O)ncn1)C(=O)c1ccc(F)cc12,0.3010299956639812,1.0413926851582251,0.0,
O=C1CC2=C(C=CC=C2C(=O)NC2=CC=C3CNCC3=C2)N1,,152.0,0.3,0.924,,ASAP-0029208,Train,O=C1CC2=C(C=CC=C2C(=O)NC2=CC=C3CNCC3=C2)N1,O=C1Cc2c(cccc2C(=O)Nc2ccc3c(c2)CNC3)N1,,,-0.03432802877989328,2.1818435879447726
CC(C)[C@H](NC1=NC=NC2=C1C=C(C1=CN(CC(N)=O)N=C1)N2)C1=CC=C2OCCOC2=C1 |&1:3|,99.0,345.0,0.9,0.9,41.0,ASAP-0008288,Train,CC(C)[C@H](NC1=NC=NC2=C1C=C(C1=CN(CC(N)=O)N=C1)N2)C1=CC=C2OCCOC2=C1,CC(C)[C@H](Nc1ncnc2[nH]c(-c3cnn(CC(N)=O)c3)cc12)c1ccc2c(c1)OCCO2,1.99563519459755,1.6127838567197355,-0.045757490560675115,2.537819095073274
O=C(O)COC1=CC=CC(NC(=O)C2=CC(Cl)=CC(NC(=O)OCC3=CC=CC=C3)=C2)=C1,,360.0,1.8,1.1,,ASAP-0023462,Train,O=C(O)COC1=CC=CC(NC(=O)C2=CC(Cl)=CC(NC(=O)OCC3=CC=CC=C3)=C2)=C1,O=C(O)COc1cccc(NC(=O)c2cc(Cl)cc(NC(=O)OCc3ccccc3)c2)c1,,,0.04139268515822508,2.5563025007672873
CN(C)C(=O)C1=NOC(CCCOC2=CC=C3CCCCC3=C2F)=C1,166.0,7.0,4.2,13.0,218.0,ASAP-0017437,Train,CN(C)C(=O)C1=NOC(CCCOC2=CC=C3CCCCC3=C2F)=C1,CN(C)C(=O)c1cc(CCCOc2ccc3c(c2F)CCCC3)on1,2.220108088040055,2.3384564936046046,1.1139433523068367,0.8450980400142568
